EBELN,EBELP,MATNR,WERKS,LGORT,MENGE,NETPR,PEINH,MWSKZ,EINDT
451164,75,M275,US01,0002,19,784.67,1,A1,2025-08-29
451164,80,M816,US01,0002,6,468.1,1,V0,2025-10-31
451165,47,M142,US01,0001,9,881.78,1,A0,2025-09-24
451166,53,M382,US01,0002,5,493.78,1,A0,2025-09-16
451166,19,M750,US01,0002,3,393.24,1,A0,2025-11-04
451166,69,M361,US01,0002,12,772.16,1,A0,2025-09-05
451167,99,M710,US01,0001,3,791.9,1,V0,2025-08-31
451168,68,M527,US01,0001,7,732.99,1,V0,2025-09-06
451168,99,M552,US01,0001,12,320.21,1,A1,2025-10-07
451169,21,M249,US01,0002,5,774.88,1,A1,2025-09-22
451169,65,M142,US01,0002,9,903.38,1,A0,2025-10-16
451169,22,M289,US01,0001,3,500.58,1,V0,2025-09-09
451169,98,M315,US01,0001,18,326.91,1,A0,2025-10-15
451170,44,M700,US01,0002,3,477.85,1,A0,2025-09-01
451170,10,M266,US01,0001,17,725.15,1,A1,2025-09-02
451170,27,M454,US01,0002,13,610.29,1,A1,2025-08-26
451170,60,M654,US01,0001,1,343.64,1,A1,2025-09-28
451171,38,M166,US01,0001,20,279.79,1,A0,2025-09-13
451171,64,M410,US01,0002,19,421.49,1,V0,2025-10-15
451172,91,M376,US01,0001,18,682.13,1,A0,2025-10-13
451172,97,M689,US01,0002,2,635.8,1,A0,2025-09-02
451172,22,M114,US01,0002,4,712.18,1,V0,2025-09-04
451173,67,M281,US01,0001,19,898.57,1,A1,2025-09-23
451173,99,M853,US01,0001,17,416.69,1,A1,2025-09-05
451173,11,M254,US01,0001,1,248.52,1,A1,2025-10-21
451174,77,M714,US01,0001,5,422.45,1,A0,2025-09-21
451174,11,M108,US01,0001,13,628.8,1,A0,2025-09-02
451174,39,M381,US01,0001,20,469.85,1,V0,2025-09-03
451175,86,M938,US01,0002,7,690.24,1,V0,2025-10-25
451175,93,M601,US01,0002,6,586.94,1,A0,2025-10-19
451175,70,M555,US01,0001,5,746.18,1,V0,2025-09-30
451176,22,M901,US01,0001,14,865.44,1,V0,2025-10-31
451176,51,M275,US01,0001,1,288.02,1,A1,2025-10-01
451177,48,M938,US01,0002,13,942.72,1,A1,2025-09-23
451178,65,M920,US01,0001,2,840.24,1,V0,2025-10-05
451178,45,M981,US01,0001,16,77.44,1,V0,2025-09-11
451178,46,M751,US01,0002,14,400.18,1,A0,2025-08-28
451178,72,M283,US01,0001,1,591.11,1,A0,2025-09-27
451179,39,M558,US01,0001,4,873.76,1,V0,2025-09-02
451180,49,M360,US01,0002,2,605.52,1,A0,2025-09-14
451181,96,M751,US01,0001,7,720.84,1,A1,2025-09-15
451182,71,M676,US01,0002,2,779.39,1,A0,2025-08-28
451182,31,M689,US01,0001,14,731.79,1,A0,2025-09-22
451182,81,M968,US01,0002,1,181.05,1,A0,2025-11-02
451183,47,M538,US01,0002,2,501.18,1,A0,2025-10-18
451183,68,M953,US01,0001,13,688.03,1,A0,2025-10-29
451183,15,M681,US01,0002,20,943.96,1,V0,2025-11-02
451183,49,M289,US01,0002,10,242.34,1,A1,2025-11-10
451184,27,M794,US01,0001,14,190.34,1,A1,2025-09-03
451184,28,M256,US01,0001,19,117.65,1,A0,2025-08-24
451185,36,M654,US01,0001,2,211.28,1,A1,2025-08-18
451185,44,M138,US01,0001,4,106.25,1,V0,2025-10-14
451185,89,M232,US01,0002,14,823.63,1,A1,2025-11-04
451186,89,M589,US01,0001,16,462.32,1,A1,2025-09-02
451187,76,M860,US01,0002,16,402.69,1,A1,2025-09-02
451187,15,M622,US01,0002,4,567.01,1,A0,2025-10-08
451187,81,M970,US01,0002,19,110.13,1,V0,2025-09-30
451188,89,M689,US01,0001,18,889.41,1,A1,2025-11-04
451189,17,M173,US01,0002,19,612.53,1,V0,2025-09-02
451189,43,M957,US01,0001,13,948.48,1,A1,2025-08-18
451189,64,M817,US01,0001,11,491.88,1,A1,2025-09-15
451189,61,M487,US01,0002,4,57.58,1,A1,2025-11-03
451190,80,M718,US01,0002,1,66.24,1,A1,2025-08-16
451190,97,M129,US01,0001,19,368.09,1,A0,2025-09-10
451190,94,M558,US01,0001,7,856.39,1,V0,2025-10-08
451190,76,M390,US01,0002,13,455.31,1,V0,2025-11-01
451191,91,M319,US01,0001,13,402.61,1,A1,2025-08-23
451192,84,M517,US01,0002,14,912.7,1,A1,2025-11-09
451193,21,M654,US01,0001,7,939.29,1,V0,2025-09-02
451193,33,M148,US01,0002,3,799.18,1,V0,2025-08-31
451193,85,M748,US01,0002,12,460.98,1,A0,2025-10-03
451193,87,M700,US01,0002,4,819.17,1,V0,2025-11-08
451194,34,M987,US01,0001,6,665.45,1,V0,2025-08-31
451194,89,M203,US01,0002,9,621.16,1,A1,2025-09-03
451194,90,M404,US01,0001,10,395.21,1,A0,2025-11-09
451194,84,M953,US01,0001,13,170.05,1,V0,2025-09-06
451195,72,M920,US01,0002,2,895.98,1,A1,2025-08-19
451195,46,M298,US01,0001,9,818.8,1,A0,2025-08-17
451196,68,M751,US01,0002,17,971.56,1,A0,2025-11-02
451196,91,M390,US01,0002,2,556.58,1,A0,2025-11-05
451196,84,M827,US01,0001,18,920.03,1,A0,2025-08-24
451196,11,M850,US01,0002,10,239.37,1,A1,2025-11-01
451197,53,M954,US01,0002,14,690.47,1,V0,2025-11-04
451197,61,M969,US01,0002,19,786.58,1,A0,2025-09-09
451197,12,M920,US01,0001,17,387.0,1,V0,2025-09-14
451197,41,M232,US01,0001,8,455.35,1,V0,2025-09-15
451198,85,M376,US01,0002,16,294.18,1,V0,2025-09-24
451198,84,M610,US01,0001,7,127.29,1,A0,2025-09-09
451198,97,M799,US01,0001,7,401.75,1,V0,2025-08-31
451198,86,M870,US01,0001,15,180.4,1,A0,2025-09-09
451199,69,M899,US01,0001,7,684.62,1,A1,2025-09-26
451199,87,M361,US01,0002,14,882.5,1,V0,2025-11-12
451199,84,M810,US01,0002,8,753.31,1,V0,2025-08-17
451199,45,M810,US01,0001,20,155.53,1,A0,2025-09-26
451200,57,M487,US01,0002,15,546.92,1,A1,2025-09-05
451201,48,M853,US01,0002,20,154.68,1,V0,2025-08-26
451201,14,M601,US01,0002,16,941.25,1,V0,2025-10-04
451201,30,M786,US01,0002,18,415.48,1,A0,2025-10-30
451201,16,M270,US01,0002,13,808.64,1,A1,2025-08-16
451202,68,M108,US01,0001,12,745.12,1,V0,2025-11-08
451203,60,M257,US01,0002,17,426.46,1,A0,2025-08-28
451203,49,M160,US01,0002,13,855.84,1,V0,2025-10-23
451204,78,M721,US01,0001,4,283.93,1,A1,2025-09-07
451205,18,M257,US01,0001,17,468.93,1,A1,2025-10-11
451206,14,M682,US01,0001,14,993.93,1,A1,2025-09-09
451206,80,M665,US01,0002,20,466.32,1,A0,2025-11-08
451207,61,M569,US01,0002,16,714.58,1,V0,2025-10-21
451207,85,M412,US01,0002,20,523.92,1,A1,2025-10-16
451207,79,M757,US01,0002,6,676.58,1,A0,2025-09-23
451207,46,M502,US01,0002,5,76.11,1,V0,2025-10-10
451208,96,M899,US01,0001,7,888.98,1,A0,2025-10-04
451208,82,M319,US01,0001,3,820.38,1,A1,2025-10-27
451208,85,M887,US01,0002,3,550.69,1,V0,2025-11-05
451209,61,M127,US01,0001,2,453.95,1,V0,2025-08-31
451210,75,M608,US01,0001,3,731.09,1,A0,2025-08-24
451211,32,M970,US01,0001,10,342.1,1,A0,2025-09-18
451211,85,M746,US01,0001,7,940.17,1,A0,2025-09-03
451211,27,M933,US01,0001,1,208.89,1,A0,2025-10-18
451211,34,M243,US01,0002,6,307.58,1,A1,2025-10-14
451212,63,M841,US01,0001,12,154.57,1,A1,2025-10-03
451212,40,M144,US01,0002,9,87.51,1,A1,2025-10-17
451212,69,M258,US01,0002,8,299.89,1,V0,2025-09-23
451212,17,M839,US01,0002,8,466.87,1,V0,2025-08-25
451213,72,M547,US01,0001,20,267.05,1,A0,2025-08-23
451213,48,M936,US01,0001,16,391.53,1,V0,2025-10-26
451213,52,M707,US01,0002,2,65.94,1,A1,2025-08-24
451213,93,M685,US01,0001,12,169.36,1,V0,2025-10-23
451214,56,M850,US01,0001,19,890.32,1,A1,2025-11-04
451214,76,M968,US01,0002,17,460.62,1,A0,2025-10-16
451214,87,M173,US01,0001,18,912.12,1,A1,2025-10-04
451214,49,M939,US01,0001,20,425.97,1,A1,2025-09-08
451215,55,M382,US01,0001,13,468.47,1,A0,2025-09-05
451215,62,M913,US01,0002,5,695.69,1,A0,2025-09-28
451215,85,M665,US01,0001,8,547.11,1,A0,2025-09-11
451216,34,M373,US01,0002,14,283.83,1,A0,2025-09-18
451216,64,M750,US01,0002,3,634.25,1,V0,2025-10-09
451217,98,M181,US01,0001,8,703.53,1,A0,2025-10-31
451217,69,M113,US01,0002,13,775.79,1,V0,2025-08-29
451217,82,M256,US01,0001,17,280.22,1,V0,2025-10-15
451217,53,M341,US01,0001,10,366.62,1,V0,2025-08-31
451218,16,M527,US01,0002,17,218.27,1,A0,2025-09-25
451218,94,M886,US01,0001,17,418.38,1,A0,2025-10-08
451218,35,M721,US01,0001,19,876.96,1,A0,2025-10-03
451219,66,M502,US01,0001,19,711.53,1,A1,2025-10-25
451219,78,M306,US01,0002,12,721.23,1,A1,2025-09-27
451219,75,M618,US01,0001,11,75.65,1,A0,2025-09-07
451219,73,M674,US01,0002,14,851.72,1,A0,2025-09-26
451220,40,M721,US01,0001,5,997.23,1,V0,2025-10-26
451220,10,M799,US01,0002,8,143.93,1,A0,2025-08-22
451220,57,M517,US01,0002,1,729.1,1,A0,2025-09-11
451220,41,M129,US01,0001,14,520.67,1,A0,2025-11-01
451221,33,M831,US01,0002,14,326.66,1,V0,2025-10-10
451221,85,M707,US01,0001,16,605.52,1,V0,2025-09-11
451221,84,M373,US01,0002,2,477.05,1,V0,2025-08-23
451222,46,M569,US01,0001,17,602.86,1,V0,2025-10-21
451222,61,M127,US01,0002,1,693.32,1,A0,2025-09-27
451223,57,M953,US01,0002,3,759.83,1,A0,2025-10-08
451223,94,M281,US01,0001,1,488.83,1,A0,2025-08-26
451224,84,M951,US01,0001,7,332.69,1,V0,2025-08-18
451224,95,M953,US01,0002,6,636.86,1,A1,2025-09-04
451224,93,M887,US01,0001,5,478.07,1,V0,2025-11-07
451225,17,M936,US01,0002,19,308.27,1,V0,2025-10-31
451226,87,M908,US01,0002,17,773.89,1,A1,2025-09-17
451226,43,M453,US01,0002,11,260.9,1,A1,2025-08-20
451226,80,M682,US01,0001,2,71.94,1,A1,2025-09-09
451227,73,M249,US01,0001,16,303.18,1,V0,2025-11-11
451227,32,M502,US01,0001,5,117.22,1,A1,2025-10-04
451227,98,M421,US01,0001,2,444.96,1,A1,2025-09-26
451228,76,M608,US01,0002,9,830.5,1,A0,2025-09-26
451228,29,M404,US01,0001,3,614.63,1,A0,2025-10-02
451229,58,M816,US01,0001,3,822.3,1,A0,2025-09-12
451229,14,M289,US01,0002,15,682.28,1,A1,2025-09-13
451229,86,M254,US01,0001,3,80.95,1,V0,2025-10-16
451230,22,M953,US01,0001,18,322.96,1,V0,2025-10-28
451231,49,M646,US01,0002,17,983.88,1,A0,2025-08-19
451232,61,M315,US01,0002,7,951.08,1,V0,2025-11-07
451232,51,M293,US01,0002,2,514.95,1,A0,2025-08-19
451232,82,M872,US01,0002,15,960.51,1,A0,2025-08-29
451232,47,M502,US01,0001,11,970.66,1,A1,2025-10-13
451233,83,M172,US01,0002,18,194.08,1,A0,2025-11-07
451233,81,M676,US01,0002,9,817.45,1,A0,2025-10-10
451233,56,M380,US01,0001,8,214.76,1,A1,2025-10-13
451234,27,M860,US01,0001,4,980.99,1,A1,2025-10-12
451234,35,M686,US01,0001,10,93.13,1,V0,2025-10-11
451234,70,M404,US01,0002,7,391.71,1,V0,2025-09-19
451234,38,M421,US01,0002,18,631.7,1,V0,2025-09-30
451235,75,M211,US01,0001,3,578.45,1,A0,2025-09-13
451235,85,M938,US01,0001,3,213.42,1,V0,2025-10-12
451236,52,M315,US01,0001,3,506.55,1,A1,2025-08-19
451237,99,M181,US01,0001,9,938.55,1,A0,2025-10-03
451237,91,M872,US01,0002,6,628.53,1,V0,2025-10-19
451237,12,M410,US01,0002,5,282.02,1,V0,2025-10-03
451237,20,M258,US01,0001,1,830.76,1,V0,2025-09-08
451238,82,M902,US01,0002,10,188.35,1,A0,2025-09-25
451239,17,M527,US01,0002,20,770.05,1,V0,2025-08-31
451240,43,M794,US01,0002,13,817.1,1,A0,2025-09-08
451240,17,M776,US01,0002,15,172.62,1,V0,2025-08-31
451241,74,M682,US01,0002,7,107.96,1,A1,2025-11-11
451241,36,M829,US01,0001,4,568.88,1,A1,2025-08-31
451241,65,M726,US01,0002,9,341.62,1,A1,2025-10-26
451241,92,M289,US01,0001,16,89.27,1,A1,2025-10-01
451242,23,M416,US01,0002,4,815.34,1,V0,2025-08-18
451242,60,M815,US01,0002,5,130.27,1,A0,2025-09-28
451242,20,M455,US01,0001,10,403.63,1,A1,2025-10-16
451243,88,M502,US01,0001,17,608.68,1,V0,2025-11-13
451243,84,M746,US01,0001,13,961.18,1,A1,2025-10-24
451243,54,M482,US01,0001,18,902.22,1,A0,2025-10-08
451243,58,M555,US01,0001,7,631.64,1,A1,2025-11-04
451244,11,M204,US01,0002,13,867.45,1,A0,2025-09-03
451244,87,M410,US01,0001,16,400.31,1,A1,2025-10-22
451245,73,M961,US01,0001,19,230.34,1,A0,2025-11-07
451245,56,M166,US01,0002,19,402.53,1,V0,2025-10-29
451245,92,M341,US01,0002,4,302.32,1,A1,2025-08-28
451245,42,M502,US01,0001,17,723.92,1,A0,2025-10-08
451246,20,M726,US01,0002,20,627.02,1,A1,2025-08-25
451247,63,M172,US01,0001,13,207.67,1,A1,2025-10-30
451247,65,M360,US01,0002,15,252.01,1,A0,2025-10-10
451247,29,M160,US01,0001,3,806.1,1,V0,2025-10-02
451248,29,M940,US01,0001,17,217.91,1,V0,2025-10-16
451248,49,M872,US01,0002,12,749.72,1,V0,2025-09-14
451248,90,M751,US01,0001,9,310.92,1,A1,2025-08-16
451248,44,M878,US01,0001,2,263.72,1,A0,2025-11-08
451249,28,M390,US01,0001,2,195.3,1,A0,2025-10-08
451250,19,M249,US01,0002,16,805.93,1,A1,2025-10-04
451250,94,M108,US01,0002,19,225.37,1,A0,2025-09-20
451250,94,M902,US01,0001,15,965.75,1,A0,2025-10-02
451250,68,M957,US01,0001,14,234.13,1,V0,2025-09-13
451251,76,M669,US01,0002,13,156.54,1,A1,2025-10-12
451251,80,M160,US01,0001,15,628.54,1,A0,2025-10-13
451251,88,M714,US01,0001,3,501.89,1,A0,2025-08-31
451251,94,M336,US01,0001,12,751.31,1,V0,2025-09-17
451252,87,M936,US01,0002,6,82.91,1,A0,2025-10-17
451252,79,M289,US01,0002,2,516.5,1,V0,2025-10-17
451253,52,M494,US01,0001,5,319.61,1,A1,2025-09-28
451254,69,M816,US01,0002,3,261.89,1,A0,2025-11-11
451254,14,M258,US01,0001,12,280.41,1,V0,2025-10-05
451255,99,M714,US01,0002,19,930.69,1,A0,2025-08-30
451256,61,M558,US01,0001,20,232.45,1,A0,2025-10-23
451256,82,M306,US01,0001,11,176.89,1,A0,2025-10-09
451257,75,M601,US01,0001,11,102.23,1,V0,2025-10-28
451258,95,M172,US01,0002,14,839.28,1,V0,2025-09-28
451258,28,M805,US01,0001,3,872.34,1,A1,2025-11-05
451258,50,M181,US01,0002,2,457.85,1,A1,2025-10-25
451258,58,M685,US01,0002,8,639.71,1,V0,2025-09-01
451259,77,M249,US01,0001,11,515.05,1,V0,2025-10-05
451259,98,M547,US01,0001,6,754.83,1,A0,2025-10-17
451259,78,M336,US01,0002,11,536.71,1,A1,2025-09-10
451259,34,M913,US01,0002,11,339.59,1,V0,2025-09-23
451260,13,M256,US01,0002,7,309.95,1,A1,2025-10-11
451260,43,M459,US01,0002,15,901.77,1,A1,2025-10-14
451260,98,M304,US01,0001,11,894.55,1,A0,2025-10-20
451260,28,M114,US01,0002,5,232.45,1,A1,2025-10-04
451261,90,M412,US01,0001,2,692.52,1,A1,2025-09-14
451262,59,M760,US01,0002,2,698.63,1,V0,2025-10-31
451262,88,M270,US01,0001,19,384.87,1,A1,2025-10-09
451262,79,M987,US01,0001,6,471.88,1,V0,2025-11-07
451262,27,M412,US01,0002,13,511.59,1,A0,2025-10-31
451263,42,M646,US01,0002,6,198.93,1,V0,2025-09-08
451263,58,M968,US01,0001,11,323.67,1,A0,2025-10-04
451263,11,M221,US01,0002,2,330.73,1,V0,2025-10-23
451263,57,M589,US01,0001,8,620.42,1,A1,2025-10-05
451264,60,M527,US01,0001,14,321.22,1,A1,2025-11-09
451264,73,M839,US01,0002,20,349.78,1,A1,2025-10-26
451264,49,M805,US01,0001,7,618.26,1,A1,2025-10-01
451265,17,M107,US01,0002,9,91.59,1,A0,2025-09-03
451265,30,M382,US01,0002,5,997.44,1,A1,2025-08-21
451265,86,M304,US01,0002,1,110.79,1,A0,2025-10-09
451266,16,M287,US01,0001,20,910.9,1,V0,2025-09-05
451266,48,M908,US01,0001,12,849.19,1,A0,2025-09-01
451266,17,M933,US01,0001,19,679.21,1,V0,2025-09-07
451266,55,M373,US01,0001,6,793.92,1,A1,2025-08-21
451267,77,M827,US01,0001,7,256.18,1,A1,2025-08-23
451268,40,M792,US01,0001,4,856.75,1,A0,2025-08-28
451268,78,M991,US01,0001,6,219.81,1,A1,2025-11-08
451268,72,M390,US01,0001,17,199.27,1,A1,2025-10-15
451269,10,M558,US01,0001,18,715.02,1,A0,2025-09-19
451269,92,M674,US01,0002,9,595.79,1,V0,2025-10-11
451270,83,M138,US01,0002,4,395.55,1,A1,2025-09-04
451270,44,M953,US01,0001,1,993.27,1,A1,2025-08-31
451270,54,M957,US01,0002,10,299.64,1,A0,2025-11-07
451271,97,M831,US01,0001,4,298.53,1,V0,2025-08-20
451271,88,M617,US01,0002,4,945.73,1,A1,2025-08-22
451272,18,M108,US01,0001,20,939.05,1,V0,2025-10-23
451272,46,M686,US01,0002,10,552.41,1,A1,2025-10-11
451272,26,M306,US01,0002,11,460.83,1,V0,2025-09-22
451273,91,M361,US01,0002,15,436.82,1,V0,2025-09-16
451273,27,M536,US01,0001,12,420.12,1,A1,2025-09-18
451274,49,M810,US01,0001,15,355.59,1,V0,2025-11-08
451275,29,M473,US01,0001,8,504.77,1,A1,2025-10-13
451276,17,M751,US01,0001,6,873.95,1,A1,2025-08-26
451277,29,M256,US01,0002,14,507.82,1,V0,2025-10-21
451278,54,M750,US01,0001,12,162.58,1,V0,2025-09-17
451278,87,M841,US01,0001,3,660.96,1,A0,2025-09-19
451278,57,M315,US01,0002,11,382.13,1,A0,2025-09-28
451278,37,M748,US01,0001,15,901.26,1,V0,2025-10-08
451279,35,M144,US01,0001,6,666.01,1,A1,2025-10-08
451279,39,M676,US01,0002,11,700.74,1,A0,2025-09-28
451279,47,M665,US01,0002,12,946.14,1,V0,2025-10-20
451279,10,M618,US01,0001,17,881.77,1,V0,2025-09-27
451280,19,M113,US01,0001,15,67.78,1,V0,2025-09-19
451281,21,M107,US01,0001,5,350.86,1,A1,2025-10-06
451281,66,M936,US01,0001,4,301.94,1,V0,2025-10-25
451281,74,M872,US01,0001,4,831.65,1,V0,2025-09-02
451281,22,M968,US01,0002,6,272.28,1,A1,2025-10-13
451282,73,M275,US01,0002,3,639.92,1,V0,2025-09-20
451283,83,M933,US01,0002,1,241.08,1,A0,2025-10-10
451283,23,M841,US01,0001,20,379.33,1,A1,2025-09-05
451283,46,M289,US01,0001,14,565.2,1,A1,2025-10-29
451284,48,M954,US01,0002,8,283.07,1,A0,2025-09-21
451284,12,M376,US01,0002,14,665.27,1,V0,2025-11-06
451285,18,M617,US01,0001,5,91.43,1,V0,2025-11-05
451285,85,M939,US01,0002,6,336.69,1,V0,2025-09-14
451286,18,M860,US01,0002,7,970.89,1,V0,2025-09-23
451286,67,M746,US01,0001,1,337.6,1,V0,2025-08-31
451286,44,M872,US01,0001,14,513.19,1,A1,2025-10-09
451287,47,M676,US01,0002,6,945.99,1,A0,2025-10-12
451287,29,M908,US01,0001,11,390.19,1,V0,2025-09-17
451287,82,M414,US01,0002,12,294.34,1,A0,2025-08-25
451288,88,M699,US01,0001,18,452.23,1,V0,2025-09-22
451289,90,M487,US01,0001,9,97.5,1,A0,2025-09-15
451290,40,M254,US01,0001,9,809.87,1,V0,2025-08-29
451290,85,M951,US01,0001,2,934.14,1,A1,2025-09-12
451290,43,M829,US01,0001,6,455.76,1,A1,2025-09-17
451291,89,M368,US01,0002,20,532.4,1,V0,2025-10-02
451291,40,M700,US01,0002,6,551.54,1,A1,2025-11-07
451292,71,M855,US01,0001,10,469.49,1,A0,2025-10-12
451292,72,M968,US01,0001,2,553.98,1,V0,2025-09-26
451293,53,M805,US01,0002,17,981.53,1,A1,2025-08-16
451293,35,M166,US01,0002,16,652.64,1,A1,2025-10-21
451293,65,M969,US01,0002,5,216.11,1,A0,2025-10-31
451294,42,M829,US01,0001,2,267.79,1,V0,2025-10-02
451294,26,M676,US01,0001,11,611.02,1,A0,2025-10-11
451294,78,M901,US01,0002,9,753.41,1,A1,2025-11-04
451295,66,M718,US01,0002,15,641.44,1,A1,2025-09-28
451295,95,M538,US01,0001,5,515.91,1,A1,2025-09-12
451295,24,M939,US01,0001,2,190.87,1,A1,2025-09-01
451296,55,M494,US01,0002,14,702.36,1,A0,2025-09-13
451296,45,M538,US01,0001,18,532.43,1,A1,2025-10-13
451296,16,M304,US01,0002,9,622.09,1,A0,2025-09-07
451297,20,M686,US01,0002,12,684.73,1,A1,2025-09-06
451297,24,M455,US01,0002,12,521.41,1,V0,2025-11-11
451297,65,M792,US01,0001,16,757.63,1,A1,2025-10-06
451298,71,M249,US01,0001,10,473.27,1,V0,2025-09-05
451299,38,M231,US01,0002,4,407.64,1,A0,2025-09-22
451299,38,M538,US01,0002,19,499.32,1,A0,2025-09-24
451299,64,M527,US01,0002,17,960.95,1,A0,2025-10-09
451299,84,M421,US01,0002,5,695.09,1,A1,2025-09-04
451300,89,M257,US01,0002,6,340.21,1,A0,2025-09-24
451300,24,M108,US01,0002,13,745.91,1,V0,2025-11-13
451300,65,M748,US01,0001,8,148.6,1,A1,2025-09-18
451300,29,M454,US01,0001,8,373.85,1,V0,2025-09-27
451301,70,M831,US01,0002,10,120.09,1,A1,2025-10-15
451301,78,M572,US01,0002,10,715.55,1,A0,2025-10-14
451302,92,M954,US01,0001,10,693.94,1,A0,2025-10-24
451303,79,M751,US01,0002,15,806.27,1,V0,2025-11-08
451303,82,M799,US01,0001,10,787.09,1,A0,2025-08-31
451304,75,M726,US01,0002,3,840.55,1,A0,2025-10-22
451304,68,M685,US01,0001,17,288.79,1,A0,2025-10-10
451304,50,M502,US01,0002,9,774.08,1,A0,2025-11-05
451305,88,M354,US01,0002,7,241.69,1,A1,2025-09-16
451305,82,M211,US01,0001,1,720.45,1,A0,2025-10-07
451305,82,M617,US01,0002,18,157.63,1,V0,2025-09-25
451305,41,M306,US01,0001,12,81.33,1,A1,2025-09-03
451306,90,M878,US01,0001,10,590.5,1,A0,2025-11-07
451306,46,M870,US01,0002,1,113.11,1,A1,2025-11-11
451306,62,M142,US01,0002,10,550.05,1,A0,2025-10-03
451306,32,M887,US01,0001,16,433.62,1,A1,2025-10-16
451307,29,M969,US01,0001,2,941.91,1,A1,2025-10-13
451307,79,M431,US01,0002,16,317.41,1,A0,2025-10-05
451307,87,M760,US01,0002,14,98.11,1,A1,2025-08-28
451308,57,M954,US01,0001,2,460.63,1,A0,2025-08-30
451308,97,M601,US01,0002,19,950.69,1,A1,2025-08-16
451308,61,M970,US01,0002,1,975.22,1,A0,2025-09-06
451308,72,M991,US01,0001,14,799.63,1,A0,2025-08-24
451309,51,M390,US01,0002,12,501.76,1,A0,2025-10-02
451310,88,M390,US01,0002,7,210.67,1,A1,2025-10-15
451310,92,M699,US01,0001,18,892.76,1,A0,2025-09-21
451311,34,M815,US01,0001,20,699.7,1,V0,2025-10-25
451312,34,M817,US01,0002,1,741.88,1,A1,2025-10-25
451313,51,M361,US01,0002,4,408.95,1,A0,2025-09-09
451313,48,M249,US01,0002,7,147.17,1,V0,2025-11-06
451313,35,M589,US01,0002,11,598.2,1,A0,2025-10-20
451314,11,M649,US01,0002,7,767.94,1,V0,2025-10-25
451314,52,M341,US01,0001,13,688.32,1,V0,2025-11-09
451314,59,M902,US01,0001,15,394.32,1,A0,2025-10-30
451315,94,M786,US01,0001,12,888.33,1,A0,2025-09-17
451316,83,M555,US01,0001,8,509.51,1,A1,2025-09-17
451316,32,M380,US01,0002,9,124.88,1,A1,2025-09-06
451316,92,M714,US01,0002,16,668.28,1,A1,2025-11-06
451317,95,M390,US01,0001,17,642.83,1,A0,2025-09-01
451317,94,M939,US01,0001,8,194.01,1,V0,2025-08-23
451317,90,M275,US01,0002,9,728.88,1,V0,2025-09-04
451317,55,M683,US01,0001,19,577.83,1,A0,2025-09-10
451318,72,M357,US01,0001,15,274.88,1,A1,2025-09-20
451318,59,M231,US01,0002,15,600.8,1,A0,2025-10-22
451319,80,M908,US01,0001,11,280.04,1,A0,2025-10-18
451320,79,M221,US01,0002,15,510.74,1,V0,2025-08-30
451320,30,M936,US01,0001,16,388.36,1,A1,2025-09-11
451321,56,M555,US01,0001,16,859.7,1,A0,2025-10-21
451321,80,M414,US01,0001,5,353.98,1,V0,2025-09-30
451321,70,M961,US01,0001,10,96.4,1,A1,2025-10-28
451322,63,M957,US01,0002,14,320.0,1,A1,2025-11-03
451322,93,M258,US01,0002,19,462.23,1,A0,2025-08-17
451323,29,M361,US01,0002,2,72.3,1,A0,2025-09-11
451323,60,M899,US01,0002,12,728.54,1,V0,2025-08-25
451323,50,M404,US01,0001,1,261.62,1,A1,2025-10-29
451323,27,M589,US01,0001,9,611.12,1,A0,2025-08-22
451324,92,M232,US01,0001,12,857.48,1,V0,2025-10-15
451324,92,M604,US01,0002,6,696.45,1,V0,2025-11-10
451325,88,M487,US01,0002,5,415.04,1,V0,2025-11-07
451325,95,M281,US01,0002,20,332.86,1,A0,2025-10-22
451325,18,M173,US01,0002,10,275.67,1,A1,2025-11-10
451326,12,M494,US01,0002,3,978.3,1,V0,2025-09-16
451327,84,M257,US01,0002,5,930.31,1,V0,2025-08-16
451327,87,M487,US01,0001,16,107.82,1,A0,2025-11-05
451328,42,M676,US01,0001,5,560.42,1,A1,2025-11-07
451328,55,M757,US01,0001,16,342.97,1,A0,2025-11-11
451328,62,M547,US01,0001,9,258.59,1,A1,2025-10-11
451329,33,M107,US01,0002,3,676.53,1,A1,2025-08-23
451329,23,M487,US01,0002,9,243.26,1,V0,2025-08-29
451330,82,M786,US01,0001,2,517.95,1,A0,2025-09-01
451330,79,M833,US01,0001,14,998.67,1,V0,2025-11-03
451330,74,M899,US01,0001,8,694.9,1,A0,2025-11-07
451331,76,M283,US01,0001,20,433.06,1,A1,2025-09-23
451331,85,M289,US01,0002,3,555.48,1,A1,2025-10-01
451331,83,M144,US01,0002,2,111.74,1,A0,2025-11-12
451331,72,M368,US01,0001,12,329.72,1,A1,2025-08-26
451332,80,M249,US01,0002,15,85.85,1,V0,2025-11-07
451333,61,M293,US01,0001,10,977.24,1,A1,2025-09-12
451333,87,M669,US01,0002,13,389.14,1,A0,2025-10-30
451333,30,M589,US01,0002,8,59.59,1,V0,2025-08-18
451334,42,M609,US01,0002,8,800.34,1,A0,2025-10-14
451334,72,M558,US01,0002,10,275.38,1,A0,2025-10-03
451334,34,M622,US01,0002,8,235.64,1,A1,2025-10-26
451334,52,M107,US01,0002,20,259.93,1,A0,2025-11-06
